State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Delaware,1996,"",741
Iowa,1965,"",2742
Kentucky,1995,"",3887
Louisiana,1966,"",3550
Maine,1979,"",1123
Massachusetts,1997,237316.4,6226
New Jersey,2010,495149,8799
Pennsylvania,2001,424965.2,12299
South Carolina,1988,"",3412
Vermont,2010,27108.4,626
Virginia,1964,"",4357
Washington,2006,317167.2,6371
West Virginia,1960,"",1853
