State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2007,169678.4,4673
Georgia,1982,"",5650
Iowa,1995,"",2867
Louisiana,1978,"",4069
Michigan,1995,"",9676
Mississippi,2006,85869,2905
Missouri,1967,"",4539
Nebraska,1985,"",1585
Pennsylvania,2004,481738.9,12411
Tennessee,2018,364104.9,6772
United States,2007,14451900,301231
Wyoming,1976,"",397
