State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1983,"",3134
Hawaii,2002,45447.1,1240
Idaho,1963,"",683
Illinois,1984,"",11412
Illinois,2007,647862.1,12696
Indiana,2006,255054.6,6333
Kentucky,2013,182359.2,4405
Maine,1968,"",994
Michigan,1961,"",7893
Missouri,1994,"",5324
Tennessee,1996,"",5417
Texas,1985,"",16273
Texas,2010,1237196.8,25242
United States,1980,"",227225
Vermont,1964,"",399
Washington,1967,"",3174
West Virginia,1963,"",1796
