State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1970,"",3451
Arizona,1974,"",2223
Florida,1995,"",14538
Hawaii,1971,"",802
Iowa,1998,84546.9,2903
Iowa,2014,171561,3109
Michigan,1986,"",9128
Montana,2016,45457.9,1041
Nebraska,1982,"",1582
Ohio,2004,445541.1,11452
Oklahoma,1961,"",2380
Pennsylvania,1970,"",11813
Rhode Island,2018,60587.6,1058
South Dakota,1989,"",697
