State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1968,"",3446
Alaska,1996,"",609
Arizona,2016,311091,6941
Arkansas,2012,108745.2,2952
Colorado,1971,"",2304
Colorado,1998,150381.7,4117
Idaho,1973,"",782
Indiana,1983,"",5450
Maryland,1997,159335.8,5157
Nebraska,1989,"",1575
North Carolina,1999,264063.5,7949
Oklahoma,2010,152911.4,3760
