State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1965,"",271
Colorado,1987,"",3260
Idaho,1989,"",994
Indiana,1971,"",5253
Iowa,1989,"",2771
Louisiana,1965,"",3496
Nebraska,1995,"",1657
New Jersey,1964,"",6660
New Jersey,1977,"",7337
New York,1967,"",17935
Oklahoma,1965,"",2440
Oklahoma,2014,195023.2,3878
Texas,2015,1568457,27470
United States,1976,"",218035
Wisconsin,1985,"",4748
