State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1975,"",2160
Illinois,1996,"",12102
Iowa,1971,"",2852
Louisiana,1986,"",4407
Louisiana,1992,"",4293
Massachusetts,1962,"",5263
Nebraska,2001,59467,1720
Nevada,1968,"",464
New Mexico,1985,"",1438
Pennsylvania,1989,"",11866
Rhode Island,1972,"",975
Tennessee,1986,"",4739
United States,1992,"",256514
United States,1996,"",269394
Vermont,1995,"",589
