State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Illinois,2002,514063.8,12526
Mississippi,1973,"",2350
New Hampshire,1970,"",742
New Hampshire,1996,"",1175
New Mexico,2000,55232.9,1821
North Carolina,2015,503628.8,10032
Pennsylvania,1972,"",11908
South Carolina,2006,150659.1,4358
South Carolina,2008,161804.7,4529
Tennessee,1975,"",4276
United States,1989,"",246819
Washington,2015,470329.3,7164
Wyoming,1977,"",413
