State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1994,"",603
Arkansas,1967,"",1901
Arkansas,1981,"",2293
Arkansas,2013,114251.5,2959
Florida,1966,"",6104
Indiana,2002,212430.3,6156
Kentucky,2008,158099,4290
Maine,1980,"",1127
Nevada,1996,"",1666
New Mexico,1979,"",1285
North Carolina,1987,"",6404
Oregon,2004,136238.5,3569
Rhode Island,1991,"",1011
Rhode Island,2012,51642,1055
Wisconsin,1986,"",4756
