State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
District of Columbia,1989,"",624
Indiana,1966,"",4999
Michigan,1973,"",9078
Missouri,1976,"",4839
Montana,1964,"",706
Nevada,2015,144232.4,2867
Pennsylvania,2003,455106.8,12375
South Carolina,2004,135160.1,4211
Texas,1982,"",15331
Vermont,2007,24696.8,623
Virginia,1983,"",5565
West Virginia,1993,"",1818
Wisconsin,1980,"",4712
