State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1993,"",599
Arkansas,1964,"",1897
Arkansas,1996,"",2572
Illinois,1985,"",11400
Illinois,1997,415770.7,12186
Massachusetts,1988,"",5980
Massachusetts,1996,"",6180
Rhode Island,1989,"",1001
Vermont,2004,22666,620
