State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2010,174753,4785
Alaska,2018,54734.1,735
District of Columbia,2008,99478.5,580
Florida,2013,800704.1,19546
Idaho,1993,"",1109
Illinois,1971,"",11202
Oregon,2001,117274.7,3468
