State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
California,2000,1366561,33988
Hawaii,1994,"",1188
Maryland,1967,"",3757
Maryland,2008,296435.4,5685
Massachusetts,1966,"",5535
Massachusetts,2005,345586,6403
Minnesota,1985,"",4184
Nevada,2005,117856.1,2432
New Jersey,2011,499114.9,8828
New York,1968,"",18051
Oregon,2011,170621.3,3872
Texas,1976,"",12904
Vermont,1985,"",530
