State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,1973,"",2124
Colorado,1969,"",2166
Florida,2002,548540.3,16689
Hawaii,1988,"",1080
Idaho,2008,55546,1534
Maine,1976,"",1088
Nevada,1971,"",520
North Dakota,1989,"",646
Ohio,1994,"",11152
Oklahoma,1970,"",2567
Oklahoma,2006,137083.6,3594
South Carolina,1975,"",2902
South Dakota,1996,"",742
West Virginia,1988,"",1830
