State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1966,"",3464
Colorado,2018,371749.6,5691
Kansas,1982,"",2401
Kansas,2004,97676.4,2734
Maine,2013,53719,1328
Massachusetts,1972,"",5760
Minnesota,1993,"",4556
Nebraska,1967,"",1457
New York,2017,1604133.6,19590
Tennessee,1980,"",4600
Texas,2002,787257.8,21690
Washington,2011,379539,6822
Wyoming,1981,"",492
Wyoming,2015,37721.5,586
