State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,2003,192751.2,5510
Colorado,1990,"",3308
Colorado,2010,255140.5,5047
Delaware,1987,"",637
District of Columbia,1998,54879.8,565
Illinois,2011,688288.9,12867
Maryland,1975,"",4139
Massachusetts,2008,388583.2,6469
Michigan,2004,381228.9,10055
Minnesota,2015,329493.2,5482
Mississippi,1972,"",2307
Missouri,1978,"",4889
United States,1974,"",213854
Vermont,2014,29701.3,625
Washington,1966,"",3057
Washington,1976,"",3694
