State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1970,"",304
Alaska,1986,"",544
Arkansas,1997,59865.6,2601
Indiana,2003,223495.3,6197
Michigan,1998,312611,9848
Michigan,2001,348529,9991
Michigan,2002,362271.1,10016
Montana,1976,"",757
New Jersey,2007,480539,8678
New York,1996,"",18588
Oklahoma,1997,79096,3373
Tennessee,2005,228099.4,5991
Vermont,1972,"",463
Wyoming,1997,14724.3,489
