State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1992,"",3496
District of Columbia,1990,"",605
District of Columbia,1997,52451.9,568
Massachusetts,1961,"",5219
Michigan,1965,"",8357
Montana,1967,"",701
Oregon,1973,"",2242
Wyoming,2001,18660.7,495
