State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2002,127792.3,4480
Hawaii,1983,"",1013
Mississippi,1992,"",2624
New Hampshire,1968,"",709
New Hampshire,2014,72340.1,1333
New Jersey,1984,"",7515
New York,1993,"",18375
North Carolina,1969,"",5031
Oregon,1990,"",2860
Pennsylvania,1971,"",11886
Pennsylvania,1996,"",12220
South Dakota,1967,"",671
Virginia,1985,"",5715
