State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1992,"",4154
Alaska,1977,"",403
Kansas,1961,"",2215
Kentucky,2001,117430.8,4068
Louisiana,1983,"",4395
Maryland,2010,316451.5,5789
Massachusetts,1994,"",6095
Michigan,1979,"",9266
Michigan,2006,395451,10036
South Dakota,1979,"",688
Texas,1983,"",15752
Washington,1999,230554.9,5843
Wisconsin,1996,"",5230
