State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,1986,"",3308
Arkansas,1980,"",2289
Colorado,1991,"",3387
Georgia,2016,539525.1,10302
Indiana,1960,"",4674
Maryland,1991,"",4868
North Dakota,1969,"",621
Texas,1979,"",13888
