State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2003,31799.7,648
California,2007,1955856,36250
Louisiana,1987,"",4344
Maryland,1960,"",3113
Mississippi,1978,"",2488
Montana,1962,"",698
Nevada,1982,"",882
Nevada,2011,126657.1,2713
Oklahoma,2012,173483.7,3819
Pennsylvania,2016,726163.9,12782
Rhode Island,2006,47711.8,1063
United States,2010,14992100,309322
Vermont,1991,"",569
