State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1972,"",3539
Delaware,2015,70969.4,941
Maryland,1969,"",3868
Massachusetts,1991,"",6018
Mississippi,1989,"",2574
Nebraska,1988,"",1571
New Jersey,2017,595324.5,8886
New Mexico,1961,"",965
New York,2016,1539555.2,19633
North Carolina,1980,"",5899
Pennsylvania,1973,"",11891
Pennsylvania,1974,"",11871
South Dakota,2016,48606.1,863
Tennessee,1967,"",3859
Vermont,1963,"",397
Virginia,2000,266886.4,7106
Wyoming,1961,"",337
