State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,1975,"",2285
Georgia,2002,326929.6,8508
Illinois,1973,"",11251
Indiana,2005,243738.3,6279
Indiana,2008,272845.6,6425
Kentucky,1973,"",3371
Kentucky,2000,114293.2,4049
Montana,1966,"",707
Nebraska,2013,107604.3,1865
Ohio,1966,"",10330
Pennsylvania,1988,"",11846
Pennsylvania,2002,436985.5,12331
Rhode Island,2005,45162.4,1068
South Dakota,2006,31898.6,783
West Virginia,1969,"",1746
