State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1973,"",2059
Arkansas,1974,"",2101
Delaware,1995,"",730
Maine,1995,"",1243
Maine,1999,34382.1,1267
New York,1975,"",18003
South Carolina,2014,191938.2,4824
South Dakota,1974,"",680
