State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1969,"",3440
Alabama,1973,"",3580
Connecticut,1964,"",2798
Illinois,1986,"",11387
Kansas,1960,"",2183
Maine,2002,40183.7,1296
Maine,2007,49148.6,1327
Michigan,1994,"",9598
New Hampshire,1979,"",909
North Carolina,2000,275694.2,8082
North Carolina,2005,352394.5,8705
South Dakota,2003,27445,764
South Dakota,2017,49738.7,873
Utah,1997,57699.7,2120
Wyoming,1988,"",465
