State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1971,"",3497
Alaska,1989,"",547
California,1960,"",15870
Florida,2015,895146.2,20209
Indiana,1970,"",5202
Kentucky,1984,"",3695
Louisiana,2007,206641.1,4376
Maryland,1984,"",4365
Massachusetts,2017,540786,6860
Mississippi,2002,68865.8,2859
Nebraska,1974,"",1539
North Carolina,1986,"",6322
Texas,1989,"",16807
Washington,1991,"",5026
