State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
District of Columbia,1991,"",601
Florida,2014,839484.1,19846
Illinois,1982,"",11423
Maryland,1988,"",4658
Maryland,1992,"",4923
Maryland,2015,367096.5,5986
Massachusetts,1989,"",6015
Missouri,1985,"",5000
Oklahoma,1971,"",2619
Pennsylvania,1963,"",11424
Rhode Island,2004,43245.6,1075
Utah,1963,"",974
Washington,1987,"",4532
West Virginia,1968,"",1763
