State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
California,1993,"",31275
California,1997,1070523.6,32486
Indiana,1969,"",5143
Maryland,2018,412584.2,6036
North Dakota,1994,"",645
Ohio,1987,"",10760
Oklahoma,1973,"",2696
Oregon,1996,"",3247
Vermont,1961,"",390
