State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Delaware,1985,"",618
Delaware,2018,73481.3,965
Hawaii,1980,"",968
Illinois,1978,"",11413
Indiana,1999,193100.6,6045
Maine,1966,"",999
Maryland,1999,180207,5255
Minnesota,2000,189964.8,4934
Missouri,2005,223497.1,5790
New Mexico,1962,"",979
New Mexico,1982,"",1364
New Mexico,1999,53092.8,1808
Oregon,1980,"",2641
Washington,1990,"",4903
