State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1966,"",271
Massachusetts,1970,"",5706
Minnesota,1965,"",3592
Montana,1974,"",736
New Mexico,2018,100296.8,2093
North Carolina,2012,439571,9749
South Carolina,1989,"",3457
South Dakota,1993,"",722
Wisconsin,1989,"",4857
