State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Hawaii,2012,73582.7,1395
Indiana,1992,"",5675
Kentucky,1974,"",3416
Maine,1991,"",1237
Missouri,1977,"",4863
New Mexico,1965,"",1012
Oklahoma,2005,124563.3,3549
Tennessee,2016,335025.7,6646
Texas,2011,1331220.6,25646
Washington,2007,346442.8,6462
