State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,2000,68770,2679
California,1967,"",19176
Colorado,1995,"",3827
Connecticut,1975,"",3082
Delaware,2012,61975.8,915
Illinois,1992,"",11694
Maryland,2003,228690,5496
Massachusetts,1960,"",5160
Nebraska,1981,"",1579
New Jersey,1962,"",6376
Ohio,2005,465809.3,11463
Texas,2004,906321,22394
United States,2011,15542600,311580
Washington,1974,"",3550
Wisconsin,2004,215138.9,5514
