State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2001,28420.4,634
California,1991,"",30471
Colorado,2005,219907.9,4632
Iowa,2008,136553.6,3017
Kansas,1986,"",2433
Kansas,2016,156857.4,2911
Missouri,1982,"",4929
New Mexico,2013,88411.2,2092
North Carolina,1991,"",6784
Oklahoma,1982,"",3206
Oregon,1965,"",1937
Texas,1984,"",16007
United States,2004,12213700,292805
Vermont,1962,"",393
Wyoming,1999,15710.9,492
