State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
California,1988,"",28464
Colorado,1961,"",1844
Delaware,1980,"",595
Kentucky,2012,176302.3,4386
Massachusetts,1987,"",5935
Minnesota,1990,"",4390
Minnesota,2014,319778.7,5451
Montana,1994,"",861
Nebraska,1964,"",1482
New Mexico,1968,"",994
New York,1960,"",16838
Oklahoma,1975,"",2775
South Dakota,1990,"",697
Virginia,1971,"",4751
West Virginia,2003,46667.9,1812
