State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,1971,"",1896
Delaware,2004,51449.4,831
Georgia,1994,"",7157
Iowa,1974,"",2868
Missouri,1997,163151.9,5481
Nevada,2009,121109.5,2685
New Hampshire,1998,40557.8,1206
New York,1994,"",18459
North Carolina,1977,"",5686
Vermont,2016,31659,624
Washington,1977,"",3776
Washington,1995,"",5481
West Virginia,1962,"",1809
