State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1964,"",263
Connecticut,1990,"",3292
Florida,1993,"",13927
Georgia,1973,"",4910
Hawaii,1972,"",828
Maine,2004,44526.3,1314
Maryland,2005,265929.5,5592
Massachusetts,2003,315299.8,6423
Michigan,1976,"",9129
Nevada,1989,"",1137
Oregon,2013,179382.7,3922
South Dakota,1966,"",683
Tennessee,1997,154412.9,5499
Tennessee,2007,244252.4,6176
