State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,2011,257947.8,6473
Delaware,2013,60666.1,924
Georgia,2004,364255.2,8769
Hawaii,1964,"",700
Louisiana,1989,"",4253
Mississippi,1961,"",2206
Montana,1987,"",805
Nebraska,1977,"",1557
New Mexico,1980,"",1309
New Mexico,2015,90969,2089
North Dakota,1960,"",634
North Dakota,2010,35426.3,675
