State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1985,"",3973
Alabama,1995,"",4297
Connecticut,1966,"",2903
Georgia,1964,"",4258
Georgia,1970,"",4607
Indiana,1964,"",4856
Kansas,1970,"",2249
Maryland,1994,"",5023
Michigan,1966,"",8512
Missouri,2015,294794.6,6072
Nevada,2007,131599.8,2601
Oregon,2006,155153.3,3671
Tennessee,1968,"",3878
