State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1990,"",553
Colorado,2000,180605.5,4327
Delaware,1973,"",578
District of Columbia,2009,100894.6,592
Florida,1997,401723,15186
Kansas,1981,"",2385
Nevada,1973,"",569
New Hampshire,2016,78477.9,1342
New Jersey,1966,"",6851
Pennsylvania,2012,641317.3,12767
Rhode Island,1983,"",956
Texas,2006,1085294.9,23360
United States,2009,14448900,306772
Virginia,1974,"",4971
