State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,2001,70601.4,2692
Maine,2010,51710.7,1328
Nebraska,2012,102269,1853
Nevada,1995,"",1582
North Carolina,2009,406477.4,9450
Oregon,1983,"",2653
Pennsylvania,1991,"",11982
United States,1964,"",191889
